"start"	"month1"	"month2"
"1"	63.7456212525605	65.3836941318534	81.3400607544571
"2"	62.9828451488916	66.2445564266233	69.3103980423662
"3"	65.9848903831392	67.6984695885516	77.8931946082812
"4"	107.267578506645	102.721548106348	91.3256440453509
"5"	66.5838852607505	69.4470766889824	72.8697547216294
"6"	120.464448705721	119.963756773107	114.258942208729
"7"	62.0110884119133	66.09246778064	68.0101677214752
"8"	71.8737578906814	73.6171964142407	55.4313060800127
"9"	83.005351183468	75.8107909463155	71.6289322096655
"10"	76.6239673193518	67.6554575080842	68.6
